display_name	item_id	type_a	type_b	max_stack	rank
Laser Rifle Schematic 3	Blueprint_LaserRifle_4	Blueprint	Blueprint	9999	1
Laser Rifle Schematic 4	Blueprint_LaserRifle_5	Blueprint	Blueprint	9999	1
Laser Sword	SkyBeamSword	Weapon	WeaponMelee	1	10
Laser Sword	SkyBeamSword_2	Weapon	WeaponMelee	1	10
Laser Sword	SkyBeamSword_3	Weapon	WeaponMelee	1	10
Laser Sword	SkyBeamSword_4	Weapon	WeaponMelee	1	10
Laser Sword	SkyBeamSword_5	Weapon	WeaponMelee	1	10
Laser Sword Schematic 1	Blueprint_SkyBeamSword_2	Blueprint	Blueprint	9999	1
Laser Sword Schematic 2	Blueprint_SkyBeamSword_3	Blueprint	Blueprint	9999	1
Laser Sword Schematic 3	Blueprint_SkyBeamSword_4	Blueprint	Blueprint	9999	1
Laser Sword Schematic 4	Blueprint_SkyBeamSword_5	Blueprint	Blueprint	9999	1
Leather	Leather	Material	MaterialMonster	9999	1
Leather	Leather2	Material	MaterialMonster	9999	1
Leezpunk Crest	PalItem_LizardMan	Material	MaterialMonster	9999	1
Leezpunk Hood	HeadEquip025	Armor	ArmorHead	1	1
Leezpunk Hood	HeadEquip025_2	Armor	ArmorHead	1	1
Leezpunk Hood	HeadEquip025_3	Armor	ArmorHead	1	1
Leezpunk Hood	HeadEquip025_4	Armor	ArmorHead	1	1
Leezpunk Hood	HeadEquip025_5	Armor	ArmorHead	1	1
Leezpunk Hood Schematic 1	Blueprint_HeadEquip025_1	Blueprint	Blueprint	9999	1
Leezpunk Hood Schematic 1	Blueprint_HeadEquip025_5	Blueprint	Blueprint	9999	1
Leezpunk Hood Schematic 2	Blueprint_HeadEquip025_2	Blueprint	Blueprint	9999	1
Leezpunk Hood Schematic 3	Blueprint_HeadEquip025_3	Blueprint	Blueprint	9999	1
Leezpunk Hood Schematic 4	Blueprint_HeadEquip025_4	Blueprint	Blueprint	9999	1
Legendary Meowmere	YakushimaBlade005	Weapon	WeaponMelee	1	99
Legendary Sphere	PalSphere_Legend	SpecialWeapon	SPWeaponCaptureBall	9999	6
Lettuce	Lettuce	Food	FoodVegetable	9999	1
Lettuce Seeds	LettuceSeeds	Material	MaterialMonster	9999	1
Life Crystal	Elixir_hp_Yakushima	Consume	ConsumeGainStatusPoints	9999	1
Life Fruit	Fruit_hp_01	Consume	ConsumePalTalentUp	9999	4
Life Lotus (L)	Lotus_hp_02	Material	MaterialMonster	9999	4
Life Lotus (S)	Lotus_hp_01	Material	MaterialMonster	9999	3
Life Pendant	Accessory_HP_1	Accessory	Accessory	1	2
Life Pendant	Accessory_HP_2	Accessory	Accessory	1	2
Life Pendant	Accessory_HP_3	Accessory	Accessory	1	2
Life Pendant Schematic	Blueprint_Accessory_HP_1_2	Blueprint	Blueprint	9999	8
Lifmunk Effigy	Relic	Essential	Essential	9999	9
Lifmunk's Submachine Gun	SkillUnlock_Carbunclo	Essential	Essential_PalGear	9999	0
Lightweight Ancient Armor	AncientArmorWeight	Armor	ArmorBody	1	10
Lightweight Ancient Armor	AncientArmorWeight_2	Armor	ArmorBody	1	10
Lightweight Ancient Armor	AncientArmorWeight_3	Armor	ArmorBody	1	10
Lightweight Ancient Armor	AncientArmorWeight_4	Armor	ArmorBody	1	10
Lightweight Ancient Armor	AncientArmorWeight_5	Armor	ArmorBody	1	10
Lightweight Ancient Armor Schematic 1	Blueprint_AncientArmorWeight_2	Blueprint	Blueprint	9999	1
Lightweight Ancient Armor Schematic 2	Blueprint_AncientArmorWeight_3	Blueprint	Blueprint	9999	1
Lightweight Ancient Armor Schematic 3	Blueprint_AncientArmorWeight_4	Blueprint	Blueprint	9999	1
Lightweight Ancient Armor Schematic 4	Blueprint_AncientArmorWeight_5	Blueprint	Blueprint	9999	1
Lightweight Hexolite Armor	SFArmorWeight	Armor	ArmorBody	1	4
Lightweight Hexolite Armor	SFArmorWeight_2	Armor	ArmorBody	1	4
Lightweight Hexolite Armor	SFArmorWeight_3	Armor	ArmorBody	1	4
Lightweight Hexolite Armor	SFArmorWeight_4	Armor	ArmorBody	1	4
Lightweight Hexolite Armor	SFArmorWeight_5	Armor	ArmorBody	1	4
Lightweight Hexolite Armor Schematic 1	Blueprint_SFArmorWeight_2	Blueprint	Blueprint	9999	1
Lightweight Hexolite Armor Schematic 2	Blueprint_SFArmorWeight_3	Blueprint	Blueprint	9999	1
Lightweight Hexolite Armor Schematic 3	Blueprint_SFArmorWeight_4	Blueprint	Blueprint	9999	1
Lightweight Hexolite Armor Schematic 4	Blueprint_SFArmorWeight_5	Blueprint	Blueprint	9999	1
Lightweight Plasteel Armor	PlasticArmorWeight	Armor	ArmorBody	1	4
Lightweight Plasteel Armor	PlasticArmorWeight_2	Armor	ArmorBody	1	4
Lightweight Plasteel Armor	PlasticArmorWeight_3	Armor	ArmorBody	1	4
Lightweight Plasteel Armor	PlasticArmorWeight_4	Armor	ArmorBody	1	4
Lightweight Plasteel Armor	PlasticArmorWeight_5	Armor	ArmorBody	1	4
Lightweight Plasteel Armor Schematic 1	Blueprint_PlasticArmorWeight_2	Blueprint	Blueprint	9999	1
Lightweight Plasteel Armor Schematic 2	Blueprint_PlasticArmorWeight_3	Blueprint	Blueprint	9999	1
Lightweight Plasteel Armor Schematic 3	Blueprint_PlasticArmorWeight_4	Blueprint	Blueprint	9999	1
Lightweight Plasteel Armor Schematic 4	Blueprint_PlasticArmorWeight_5	Blueprint	Blueprint	9999	1
Lightz Helmet	LightzHelmet	Armor	ArmorHead	1	4
Lily Hat	GYM_Head_Forest	Armor	ArmorHead	1	99
Lily's Spear	Spear_ForestBoss	Weapon	WeaponMelee	1	3
Lily's Spear	Spear_ForestBoss_5	Weapon	WeaponMelee	1	3
Lily's Spear Schematic 4	Blueprint_Spear_ForestBoss_5	Blueprint	Blueprint	9999	1
Little Kinship Peach	AffectionFruit_02	Consume	NONE	9999	4
Lockpicking Tool v1	Unlock_Picking_Tier1	Essential	Essential_UnlockPlayerFuture	9999	1
Lockpicking Tool v2	Unlock_Picking_Tier2	Essential	Essential_UnlockPlayerFuture	9999	1
Lockpicking Tool v3	Unlock_Picking_Tier3	Essential	Essential_UnlockPlayerFuture	9999	1
Long-Eared Headband	Head003	Armor	ArmorHead	1	1
Long-Eared Headband	Head003_2	Armor	ArmorHead	1	1
Long-Eared Headband	Head003_3	Armor	ArmorHead	1	1
Long-Eared Headband	Head003_4	Armor	ArmorHead	1	1
Long-Eared Headband	Head003_5	Armor	ArmorHead	1	1
Long-Eared Headband Schematic 1	Blueprint_Head003_1	Blueprint	Blueprint	9999	1
Long-Eared Headband Schematic 2	Blueprint_Head003_2	Blueprint	Blueprint	9999	1
Long-Eared Headband Schematic 3	Blueprint_Head003_3	Blueprint	Blueprint	9999	1
Long-Eared Headband Schematic 4	Blueprint_Head003_4	Blueprint	Blueprint	9999	1
Lord of Lightning's Baton	Otomo_ATElectricity_ElementBoost_1	Accessory	Accessory	1	3
Lord of Lightning's Baton Schematic	Blueprint_Otomo_ATElectricity_ElementBoost_1	Blueprint	Blueprint	9999	8
Lord of the Sea's Baton	Otomo_ATWater_ElementBoost_1	Accessory	Accessory	1	3
Lord of the Sea's Baton Schematic	Blueprint_Otomo_ATWater_ElementBoost_1	Blueprint	Blueprint	9999	8
Lord of the Underworld's Baton	Otomo_ATDark_ElementBoost_1	Accessory	Accessory	1	3
Lord of the Underworld's Baton Schematic	Blueprint_Otomo_ATDark_ElementBoost_1	Blueprint	Blueprint	9999	8
Loupmoon Cryst Bounty Token	BossDefeatReward_Werewolf_Ice	Essential	NONE	9999	1
Low Grade Medical Supplies	Herbs	Consume	Medicine	9999	1
Low Quality Recovery Meds	Potion_Low	Consume	Drug	9999	2
Lucky Bait	FishingBait_2_A	Consume	NONE	9999	1
Luminite Bar	YakushimaIngot002	Material	MaterialIngot	9999	1
Lunaris Bounty Token	BossDefeatReward_Mutant	Essential	NONE	9999	1
Lunaris Effigy	Relic_09	Essential	Essential	9999	9
LuxuryOmelette	LuxuryOmelette	Food	FoodDishMeat	9999	1
Lyleen Accessory	HeadEquip023	Armor	ArmorHead	1	99
Lyleen Bounty Token	BossDefeatReward_LilyQueen	Essential	NONE	9999	1
Lyleen Noct Bounty Token	BossDefeatReward_LilyQueen_Dark	Essential	NONE	9999	1
Lyleen Noct's Talisman	Otomo_DFDark_ElementBoost_1	Accessory	Accessory	1	3
Lyleen Noct's Talisman Schematic	Blueprint_Otomo_DFDark_ElementBoost_1	Blueprint	Blueprint	9999	8
Lyleen Statue Schematic	Blueprint_LilyQueenStatue	Blueprint	Blueprint	9999	1
Lyleen's Talisman	Otomo_DFLeaf_ElementBoost_1	Accessory	Accessory	1	3
Lyleen's Talisman Schematic	Blueprint_Otomo_DFLeaf_ElementBoost_1	Blueprint	Blueprint	9999	8
Machine Gun Ammo	MachingunBullet	Ammo	ConsumeBullet	9999	2
Magnum Ammo	MagnumBullet	Ammo	ConsumeBullet	9999	2
Majestic Candlestick Schematic	Blueprint_CandleStand	Blueprint	Blueprint	9999	1
Majestic Wall Torch Schematic	Blueprint_WallTorch02	Blueprint	Blueprint	9999	1
Makeshift Assault Rifle	MakeshiftAssaultRifle	Weapon	WeaponAssaultRifle	1	2
Makeshift Assault Rifle	MakeshiftAssaultRifle_2	Weapon	WeaponAssaultRifle	1	2
Makeshift Assault Rifle	MakeshiftAssaultRifle_3	Weapon	WeaponAssaultRifle	1	2
Makeshift Assault Rifle	MakeshiftAssaultRifle_4	Weapon	WeaponAssaultRifle	1	2
Makeshift Assault Rifle	MakeshiftAssaultRifle_5	Weapon	WeaponAssaultRifle	1	2
Makeshift Assault Rifle Schematic 1	Blueprint_MakeshiftAssaultRifle_2	Blueprint	Blueprint	9999	1
Makeshift Assault Rifle Schematic 2	Blueprint_MakeshiftAssaultRifle_3	Blueprint	Blueprint	9999	1
Makeshift Assault Rifle Schematic 3	Blueprint_MakeshiftAssaultRifle_4	Blueprint	Blueprint	9999	1
Makeshift Assault Rifle Schematic 4	Blueprint_MakeshiftAssaultRifle_5	Blueprint	Blueprint	9999	1
Makeshift Handgun	MakeshiftHandgun	Weapon	WeaponHandgun	1	2
Makeshift Handgun	MakeshiftHandgun_2	Weapon	WeaponHandgun	1	2
Makeshift Handgun	MakeshiftHandgun_3	Weapon	WeaponHandgun	1	2
Makeshift Handgun	MakeshiftHandgun_4	Weapon	WeaponHandgun	1	2
Makeshift Handgun	MakeshiftHandgun_5	Weapon	WeaponHandgun	1	2
Makeshift Handgun Schematic 1	Blueprint_MakeshiftHandgun_2	Blueprint	Blueprint	9999	1
Makeshift Handgun Schematic 2	Blueprint_MakeshiftHandgun_3	Blueprint	Blueprint	9999	1
Makeshift Handgun Schematic 3	Blueprint_MakeshiftHandgun_4	Blueprint	Blueprint	9999	1
Makeshift Handgun Schematic 4	Blueprint_MakeshiftHandgun_5	Blueprint	Blueprint	9999	1
Makeshift Shotgun	MakeshiftShotgun	Weapon	WeaponShotgun	1	2
Makeshift Shotgun	MakeshiftShotgun_2	Weapon	WeaponShotgun	1	2
Makeshift Shotgun	MakeshiftShotgun_3	Weapon	WeaponShotgun	1	2
Makeshift Shotgun	MakeshiftShotgun_4	Weapon	WeaponShotgun	1	2
Makeshift Shotgun	MakeshiftShotgun_5	Weapon	WeaponShotgun	1	2
Makeshift Shotgun Schematic 1	Blueprint_MakeshiftShotgun_2	Blueprint	Blueprint	9999	1
Makeshift Shotgun Schematic 2	Blueprint_MakeshiftShotgun_3	Blueprint	Blueprint	9999	1
Makeshift Shotgun Schematic 3	Blueprint_MakeshiftShotgun_4	Blueprint	Blueprint	9999	1
Makeshift Shotgun Schematic 4	Blueprint_MakeshiftShotgun_5	Blueprint	Blueprint	9999	1
Makeshift SMG	MakeshiftSubmachineGun	Weapon	WeaponAssaultRifle	1	2
Makeshift SMG	MakeshiftSubmachineGun_2	Weapon	WeaponAssaultRifle	1	2
Makeshift SMG	MakeshiftSubmachineGun_3	Weapon	WeaponAssaultRifle	1	2
Makeshift SMG	MakeshiftSubmachineGun_4	Weapon	WeaponAssaultRifle	1	2
Makeshift SMG	MakeshiftSubmachineGun_5	Weapon	WeaponAssaultRifle	1	2
Makeshift SMG Schematic 1	Blueprint_MakeshiftSubmachineGun_2	Blueprint	Blueprint	9999	1
Makeshift SMG Schematic 2	Blueprint_MakeshiftSubmachineGun_3	Blueprint	Blueprint	9999	1
Makeshift SMG Schematic 3	Blueprint_MakeshiftSubmachineGun_4	Blueprint	Blueprint	9999	1
Makeshift SMG Schematic 4	Blueprint_MakeshiftSubmachineGun_5	Blueprint	Blueprint	9999	1
Mammorest Bounty Token	BossDefeatReward_GrassMammoth	Essential	NONE	9999	1
Mammorest Cryst Saddle	SkillUnlock_GrassMammoth_Ice	Essential	Essential_PalGear	999999	0
Mammorest Curry	Curry	Food	FoodDishMeat	9999	4
Mammorest Meat	Meat_GrassMammoth	Food	FoodMeat	9999	3
Mammorest Saddle	SkillUnlock_GrassMammoth	Essential	Essential_PalGear	999999	0
Mammorest Steak	BakedMeat_GrassMammoth	Food	FoodDishMeat	9999	1
Maraith Saddle	SkillUnlock_GhostBeast	Essential	Essential_PalGear	999999	0
Marcus Hat	GYM_Head_Desert	Armor	ArmorHead	1	99
Marinated Mushrooms	MarinatedMushrooms	Food	FoodDishVegetable	9999	2
Marine Echobone	WhaleWhistleFragment_01	Essential	Essential	9999	1
Marksman Revolver	OctaviaRevolver	Weapon	WeaponHandgun	1	3
Marksman Revolver	OctaviaRevolver_2	Weapon	WeaponHandgun	1	3
Marksman Revolver	OctaviaRevolver_3	Weapon	WeaponHandgun	1	3
Marksman Revolver	OctaviaRevolver_4	Weapon	WeaponHandgun	1	3
Marksman Revolver	OctaviaRevolver_5	Weapon	WeaponHandgun	1	3
Marksman Revolver Schematic 1	Blueprint_OctaviaRevolver_2	Blueprint	Blueprint	9999	1
Marksman Revolver Schematic 2	Blueprint_OctaviaRevolver_3	Blueprint	Blueprint	9999	1
Marksman Revolver Schematic 3	Blueprint_OctaviaRevolver_4	Blueprint	Blueprint	9999	1
Marksman Revolver Schematic 4	Blueprint_OctaviaRevolver_5	Blueprint	Blueprint	9999	1
Meat	Meat	Food	FoodMeat	9999	1
Meat	Meat2	Food	FoodMeat	9999	1
Meat Cleaver	MeatCutterKnife	Weapon	WeaponMelee	1	1
Mechanical Bow	SkyBow	Weapon	WeaponBow	1	10
Mechanical Bow	SkyBow_2	Weapon	WeaponBow	1	10
Mechanical Bow	SkyBow_3	Weapon	WeaponBow	1	10
Mechanical Bow	SkyBow_4	Weapon	WeaponBow	1	10
Mechanical Bow	SkyBow_5	Weapon	WeaponBow	1	10
Mechanical Bow Ammo	SkyBowArrow	Ammo	ConsumeBullet	9999	10
Mechanical Bow Schematic 1	Blueprint_SkyBow_2	Blueprint	Blueprint	9999	1
Mechanical Bow Schematic 2	Blueprint_SkyBow_3	Blueprint	Blueprint	9999	1
Mechanical Bow Schematic 3	Blueprint_SkyBow_4	Blueprint	Blueprint	9999	1
Mechanical Bow Schematic 4	Blueprint_SkyBow_5	Blueprint	Blueprint	9999	1
Medical Supplies	Medicines	Consume	Medicine	9999	2
Medium Pal Soul	PalUpgradeStone2	Material	MaterialMonster	9999	2
Medium Pouch	AdditionalInventory_002	Essential	NONE	9999	2
Mega Glider	Glider_Good	Glider	Glider	1	2
Mega Grappling Gun	GrapplingGun2	Weapon	WeaponGrapplingGun	1	2
Mega Shield	Shield_02	Armor	Shield	1	2
Mega Sphere	PalSphere_Mega	SpecialWeapon	SPWeaponCaptureBall	9999	2
Megaboost Gun	PalDopingShot_2	Weapon	WeaponHandgun	1	5
Melpaca Saddle	SkillUnlock_Alpaca	Essential	Essential_PalGear	999999	0
Memory Wiping Medicine	StatusPointResetSan	Consume	Drug	9999	4
Menasting Bounty Token	BossDefeatReward_DarkScorpion	Essential	NONE	9999	1
Menasting Terra Bounty Token	BossDefeatReward_DarkScorpion_Ground	Essential	NONE	9999	1
Menasting Terra Ring	Accessory_Otomo_Earth_1	Accessory	Accessory	1	3
Menasting Terra Ring Schematic	Blueprint_Accessory_Otomo_Earth_1	Blueprint	Blueprint	9999	8
Meowmere	YakushimaBlade	Weapon	WeaponMelee	1	2
Metal Armor	CopperArmor	Armor	ArmorBody	1	2
Metal Armor	CopperArmor_2	Armor	ArmorBody	1	2
Metal Armor	CopperArmor_3	Armor	ArmorBody	1	2
Metal Armor	CopperArmor_4	Armor	ArmorBody	1	2
Metal Armor	CopperArmor_5	Armor	ArmorBody	1	2
Metal Armor Schematic 1	Blueprint_CopperArmor_2	Blueprint	Blueprint	9999	1
Metal Armor Schematic 2	Blueprint_CopperArmor_3	Blueprint	Blueprint	9999	1
Metal Armor Schematic 3	Blueprint_CopperArmor_4	Blueprint	Blueprint	9999	1
Metal Armor Schematic 4	Blueprint_CopperArmor_5	Blueprint	Blueprint	9999	1
Metal Axe	Axe_Tier_01	Weapon	WeaponMelee	1	2
Metal Bat	Bat3	Weapon	WeaponMelee	1	3
Metal Bat	Bat3_2	Weapon	WeaponMelee	1	3
Metal Bat	Bat3_3	Weapon	WeaponMelee	1	3
Metal Bat	Bat3_4	Weapon	WeaponMelee	1	3
Metal Bat	Bat3_5	Weapon	WeaponMelee	1	3
Metal Bat Schematic 1	Blueprint_Bat3_2	Blueprint	Blueprint	9999	1
Metal Bat Schematic 2	Blueprint_Bat3_3	Blueprint	Blueprint	9999	1
Metal Bat Schematic 3	Blueprint_Bat3_4	Blueprint	Blueprint	9999	1
Metal Bat Schematic 4	Blueprint_Bat3_5	Blueprint	Blueprint	9999	1
Metal Detector	MetalDetector	Weapon	NONE	1	3
Metal Helm	CopperHelmet	Armor	ArmorHead	1	2
Metal Helm	CopperHelmet_2	Armor	ArmorHead	1	2
Metal Helm	CopperHelmet_3	Armor	ArmorHead	1	2
Metal Helm	CopperHelmet_4	Armor	ArmorHead	1	2
Metal Helm	CopperHelmet_5	Armor	ArmorHead	1	2
Metal Helm Schematic 1	Blueprint_CopperHelmet_2	Blueprint	Blueprint	9999	1
Metal Helm Schematic 2	Blueprint_CopperHelmet_3	Blueprint	Blueprint	9999	1
Metal Helm Schematic 3	Blueprint_CopperHelmet_4	Blueprint	Blueprint	9999	1
Metal Helm Schematic 4	Blueprint_CopperHelmet_5	Blueprint	Blueprint	9999	1
Metal Pickaxe	Pickaxe_Tier_01	Weapon	WeaponMelee	1	2
Metal Spear	Spear_2	Weapon	WeaponMelee	1	2
Meteor Launcher	Launcher_Meteor	Weapon	WeaponRocketLauncher	1	3
Meteor Launcher	Launcher_Meteor_5	Weapon	WeaponRocketLauncher	1	3
Meteor Launcher Schematic 4	Blueprint_Launcher_Meteor_5	Blueprint	Blueprint	9999	1
Meteorite Ammo	MeteorBullet	Ammo	ConsumeBullet	9999	3
Meteorite Fragment	MeteorDrop	Material	MaterialStone	9999	1
Might Elixir	Elixir_attack_02	Consume	ConsumeGainStatusPoints	9999	4
Might Remedy	Elixir_attack_01	Consume	ConsumeGainStatusPoints	9999	3
Milk	Milk	Food	FoodMeat	9999	1
Mimog Effigy	Relic_12	Essential	Essential	9999	9
Mind Control Meds	MindControlDrug	Consume	Medicine	9999	999
Minestrone	Minestrone	Food	FoodDishVegetable	9999	3
Missile Ammo	MissileBullet	Ammo	ConsumeBullet	9999	4
Modified Pal's Contaminated Core	BossDefeatReward_BossRush	Essential	NONE	9999	1
Moldron Bounty Token	BossDefeatReward_VolcanoDragon	Essential	NONE	9999	1
Moldron Cryst Bounty Token	BossDefeatReward_VolcanoDragon_Ice	Essential	NONE	9999	1
Moldron Cryst Saddle	SkillUnlock_VolcanoDragon_Ice	Essential	Essential_PalGear	9999	0
Moldron Saddle	SkillUnlock_VolcanoDragon	Essential	Essential_PalGear	9999	0
Monarch's Crown	Head001	Armor	ArmorHead	1	1
Monarch's Crown	Head001_2	Armor	ArmorHead	1	1
Monarch's Crown	Head001_3	Armor	ArmorHead	1	1
Monarch's Crown	Head001_4	Armor	ArmorHead	1	1
Monarch's Crown	Head001_5	Armor	ArmorHead	1	1
Monarch's Crown Schematic 1	Blueprint_Head001_1	Blueprint	Blueprint	9999	1
Monarch's Crown Schematic 2	Blueprint_Head001_2	Blueprint	Blueprint	9999	1
Monarch's Crown Schematic 3	Blueprint_Head001_3	Blueprint	Blueprint	9999	1
Monarch's Crown Schematic 4	Blueprint_Head001_4	Blueprint	Blueprint	9999	1
Moon Lord Mask	YakushimaHeadEquip005	Armor	ArmorHead	1	99
Moon Lord Statue Schematic	Blueprint_YakushimaBoss002_Relic	Blueprint	Blueprint	9999	1
Mossanda Lux Bounty Token	BossDefeatReward_GrassPanda_Electric	Essential	NONE	9999	1
Mossanda Lux's Grenade Launcher	SkillUnlock_GrassPanda_Electric	Essential	Essential_PalGear	999999	0
Mossanda's Grenade Launcher	SkillUnlock_GrassPanda	Essential	Essential_PalGear	999999	0
Mozzarina Cheeseburger	Cheeseburger_2	Food	FoodDishMeat	9999	3
Mozzarina Hamburger	Hamburger_2	Food	FoodDishMeat	9999	3
Mozzarina Meat	Meat_CowPal	Food	FoodMeat	9999	2
Mozzarina Steak	BakedMeat_CowPal	Food	FoodDishMeat	9999	1
Multi Guided Missile Launcher	MultiGuidedMissileLauncher	Weapon	WeaponRocketLauncher	1	4
Multi Guided Missile Launcher	MultiGuidedMissileLauncher_2	Weapon	WeaponRocketLauncher	1	4
Multi Guided Missile Launcher	MultiGuidedMissileLauncher_3	Weapon	WeaponRocketLauncher	1	4
Multi Guided Missile Launcher	MultiGuidedMissileLauncher_4	Weapon	WeaponRocketLauncher	1	4
Multi Guided Missile Launcher	MultiGuidedMissileLauncher_5	Weapon	WeaponRocketLauncher	1	4
Multi Guided Missile Launcher Schematic	Blueprint_MultiGuidedMissileLauncher	Blueprint	Blueprint	9999	1
Multi Guided Missile Launcher Schematic 1	Blueprint_MultiGuidedMissileLauncher_2	Blueprint	Blueprint	9999	1
Multi Guided Missile Launcher Schematic 2	Blueprint_MultiGuidedMissileLauncher_3	Blueprint	Blueprint	9999	1
Multi Guided Missile Launcher Schematic 3	Blueprint_MultiGuidedMissileLauncher_4	Blueprint	Blueprint	9999	1
Multi Guided Missile Launcher Schematic 4	Blueprint_MultiGuidedMissileLauncher_5	Blueprint	Blueprint	9999	1
Multiclimate Undershirt	Accessory_HeatColdResist_1	Accessory	Accessory	1	2
Multiclimate Undershirt	Accessory_HeatColdResist_2	Accessory	Accessory	1	2
Multiclimate Undershirt	Accessory_HeatColdResist_3	Accessory	Accessory	1	2
Multiclimate Undershirt Schematic	Blueprint_Accessory_HeatColdResist_1_2	Blueprint	Blueprint	9999	8
Munchill Effigy	Relic_03	Essential	Essential	9999	9
Munchill Meat	Meat_IceCrocodile	Food	FoodMeat	9999	3
Munchill Steak	BakedMeat_IceCrocodile	Food	FoodDishFish	9999	1
Mushroom	Mushroom	Food	FoodVegetable	9999	1
Mushroom Cake	Cake02	Food	FoodDishVegetable	9999	2
Mushroom Quiche	Quiche	Food	FoodDishVegetable	9999	4
Mushroom Soup	MushroomSoup	Food	FoodDishVegetable	9999	2
Mushroom Stew	MushroomStew	Food	FoodDishMeat	9999	3
Musket	Musket	Weapon	WeaponAssaultRifle	1	2
Musket	Musket_2	Weapon	WeaponAssaultRifle	1	2
Musket	Musket_3	Weapon	WeaponAssaultRifle	1	2
Musket	Musket_4	Weapon	WeaponAssaultRifle	1	2
Musket	Musket_5	Weapon	WeaponAssaultRifle	1	2
Musket Schematic 1	Blueprint_Musket_2	Blueprint	Blueprint	9999	1
Musket Schematic 2	Blueprint_Musket_3	Blueprint	Blueprint	9999	1
Musket Schematic 3	Blueprint_Musket_4	Blueprint	Blueprint	9999	1
Musket Schematic 4	Blueprint_Musket_5	Blueprint	Blueprint	9999	1
Mutated Egg	PalEgg_MutationPal_01	Material	MaterialPalEgg	1	1
Mutated Egg	PalEgg_MutationPal_02	Material	MaterialPalEgg	1	1
Mysterious Accessory Box	UnlockEquipmentSlot_Accessory_01	Essential	Essential_UnlockPlayerFuture	1	1
Mysterious Mushroom	PoisonMushroom	Food	FoodVegetable	9999	1
Mysterious Mushroom Juice	MushroomJuice	Consume	Drug	9999	4
Mystic Accessory Box	UnlockEquipmentSlot_Accessory_02	Essential	Essential_UnlockPlayerFuture	1	1
Mythical Wood	Wood_WorldTree	Material	MaterialWood	9999	1
Mythical Wooden Board	Premium_Processed_Wood	Material	MaterialProccessing	9999	99
Nail	MachineParts	Material	MaterialProccessing	9999	1
Necromus Saddle	SkillUnlock_BlackCentaur	Essential	Essential_PalGear	999999	0
Needoll Bounty Token	BossDefeatReward_CactusDoll	Essential	NONE	9999	1
Neptilius Bounty Token	BossDefeatReward_PoseidonOrca	Essential	NONE	9999	1
Neptilius Saddle	SkillUnlock_PoseidonOrca	Essential	Essential_PalGear	9999	0
Neptilius's Talisman	Otomo_DFWater_ElementBoost_1	Accessory	Accessory	1	3
Neptilius's Talisman Schematic	Blueprint_Otomo_DFWater_ElementBoost_1	Blueprint	Blueprint	9999	8
Neutral Awakening Crystal	PalAwakening_Neutral	Consume	NONE	9999	10
Neutral Radiant Gem	PalAwakening_Material_Neutral	Material	MaterialMonster	9999	5
Neutral Support Whistle	Otomo_ElementBoost_Normal_1	Accessory	Accessory	1	2
Neutral Support Whistle	Otomo_ElementBoost_Normal_2	Accessory	Accessory	1	2
Neutral Support Whistle	Otomo_ElementBoost_Normal_3	Accessory	Accessory	1	2
Neutral Support Whistle Schematic	Blueprint_Otomo_ElementBoost_Normal_1_2	Blueprint	Blueprint	9999	8
Night Vision Goggles	NightVisionGoggles	Accessory	Accessory	1	2
Nightglow	YakushimaLantern001	Weapon	WeaponMelee	1	3
Nightglow	YakushimaLantern001_2	Weapon	WeaponMelee	1	3
Nightglow	YakushimaLantern001_3	Weapon	WeaponMelee	1	3
Nightglow	YakushimaLantern001_4	Weapon	WeaponMelee	1	3
Nightglow	YakushimaLantern001_5	Weapon	WeaponMelee	1	3
Nightglow Schematic	Blueprint_YakushimaLantern001	Blueprint	Blueprint	9999	1
Nightglow Schematic 1	Blueprint_YakushimaLantern001_2	Blueprint	Blueprint	9999	1
Nightglow Schematic 2	Blueprint_YakushimaLantern001_3	Blueprint	Blueprint	9999	1
Nightglow Schematic 3	Blueprint_YakushimaLantern001_4	Blueprint	Blueprint	9999	1
Nightglow Schematic 4	Blueprint_YakushimaLantern001_5	Blueprint	Blueprint	9999	1
Nightstar Sand	NightStone	Material	MaterialOre	9999	1
Nitemary Bounty Token	BossDefeatReward_GhostRabbit	Essential	NONE	9999	1
Nitewing Bounty Token	BossDefeatReward_HawkBird	Essential	NONE	9999	1
Nitewing Saddle	SkillUnlock_HawkBird	Essential	Essential_PalGear	999999	0
Normal Parachute	Glider_Old	Glider	Glider	1	1
Nutrient Tonic	Supplement	Consume	Drug	9999	10
Nyafia Bounty Token	BossDefeatReward_BadCatgirl	Essential	NONE	9999	1
Nyafia's Shotgun	SkillUnlock_BadCatgirl	Essential	Essential_PalGear	999999	0
Old Bow	WeakerBow	Weapon	WeaponBow	1	1
Old Bow	WeakerBow_2	Weapon	WeaponBow	1	1
Old Bow	WeakerBow_3	Weapon	WeaponBow	1	1
Old Bow	WeakerBow_4	Weapon	WeaponBow	1	1
Old Bow	WeakerBow_5	Weapon	WeaponBow	1	1
Old Bow Schematic 1	Blueprint_WeakerBow_2	Blueprint	Blueprint	9999	1
Old Bow Schematic 2	Blueprint_WeakerBow_3	Blueprint	Blueprint	9999	1
Old Bow Schematic 3	Blueprint_WeakerBow_4	Blueprint	Blueprint	9999	1
Old Bow Schematic 4	Blueprint_WeakerBow_5	Blueprint	Blueprint	9999	1
Old Revolver	OldRevolver	Weapon	WeaponHandgun	1	3
